Artist,Song,Row Type,Status,Current Catalog Entry,Qualified Next Wave Addition,Active Catalog Gain This Wave,Song or Source ID,Format,Key,Chord Count,Transpose Checks,Reason,Git Payload Path,Source Archive,Source Path,Wave ID
Guns N'Roses,One In A Million *alt,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,b00377cca3c45e27961c545ca5d08c60ce8a958beee408301e31ae549ee7e1f0,gpx,E♭,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Guns N'Roses,November Rain *alt 2,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,47fbb6783daf92cc24b44fb6b11c5349e81a9c338e640b8ce6d685c1c8344a67,gpx,B,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Guns N'Roses,Paradise City *alt 3,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,2080aaefaca6444916a621145ddf20bb06f8fded484f3d9ac7797bb0f1ebaf50,gpx,C,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Guns N'Roses,14 Years (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,e24d55daa7fa7ec15f0d5e49e443a7986a4357b05cbcc0478bf227bbbf0dee63,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - 14 Years (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,aint it fun,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,fc4d8bdba3b5720d3aff5b4bbb73047988cc7445795c4f4fa3a075aa98defb36,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_aint-it-fun-official-2521230.gpx,GFB-V6.0-CATALOG-R03
Guns N'Roses,Anything goes,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,fde44f0c64269aa105dc36d756dfcef234103b452a69b217c4dc98226a4743f5,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Anything goes.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Anything Goes (part 2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,bdef3c3224a51614fb09dd05cb2972abbae4a33e80570c2d3fa1a917eebb674d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Anything Goes (part 2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Anything Goes (part 3),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,78d1c4675a3b06d6b5fb85325189b61bfd8471ec648af5c9242c951bcac3f19d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Anything Goes (part 3).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Anything Goes (part 4),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,4013529c94969db8067cbad278d541f68f36dde78225e315bc87b5b5754deaeb,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Anything Goes (part 4).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Anything Goes (part 5),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,8792a5fdf13fc818a336eb5a57d579dbe51394681d31aed2b9e8aecaccab0fea,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Anything Goes (part 5).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Attitude,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,a7c32b852096beaeb1a2fe550dde094d225b17e2ba657ca044d2d0e3c8049cf5,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Attitude.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Back Off Bitch (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,7d1ae4f905eb0a9a540de74bc6084b90301fdb907096dd0790571b2c40a805f0,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Back Off Bitch (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Bad Apples (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,0cd7ab9cd6b814a45f17551ca8db1e73054889d95651a552eaa1c131c7853332,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Bad Apples (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Breakdown (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,84bc59c848d1a3577a6497c1a121376d6c48545549d88455b739a0b50d5fb27a,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Breakdown (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Buick Mackane,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,2ec32d6fd80d938a45cbfb3e5e810925355ce63af0b2392ca5bb176054026d7b,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Buick Mackane.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Chinsese Democracy,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,e578c9ff7002d227f748e5c0032b074917492a0ba9198d12bb70491581e947f0,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Chinsese Democracy.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Coma,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,ad8b13f9fa783964415aaa50fc6d4009be1b720bc2ac973f26a44c0c5343a8cb,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Coma.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Crash Diet (3),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,5d020ce306b218ed42e9403a5a5221dd4629640d1276717b863d56f638053756,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Crash Diet (3).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Dead Horse,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,fdcb7f02c90a96c72b2b845d3d61a918efbbde84200e390f6f4f7d9b57f2684d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Dead Horse.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Down on the farm,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,95869ee4bb1cbe9b9e2fc2c5c1bc641b3edb31fc517e6aaad26a186dda83caa5,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Down on the farm.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Dust 'N Bones,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,fa32c934b2515fe5d41b11852e8729168aea3d6418e8ad2a67a205cfe7a1ce62,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Dust 'N Bones.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Garden of Eden,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,79fadd44e13a6353b45da42f3f63a311aa5a66839d4e09293247062a898442cc,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Garden of Eden.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Get in the Ring (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,111081a162a791dc03d3688937a4397ecf47ba05e0ccefdbd75fefdac118a82d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Get in the Ring (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,God Father Theme Slash 's Version,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,20bab39f2d5e60ccf41c28d3a2f02634f8954477f0efa69858038a9f5e8e1247,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - God Father Theme Slash 's Version.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Hair Of The Dog (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,6c2c0b5e6f10049e943829007104e4c710377ee77094b61306929dee20c24b53,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Hair Of The Dog (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,It 's So Easy (Live Era 87-93),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,84c5c67338e59cb92d5236371c21248cd5a582797ade38bdfe8c61efc9763036,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - It 's So Easy (Live Era 87-93).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Knockin ' On Heaven 's Door (Live Version),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,77ea952aa8fa1775ee8cdfa33778ba72ff76d550daefee588a80f02b16c30ef0,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Knockin ' On Heaven 's Door (Live Version).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Knocking on Heaven's Door,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,9b2331cd6ac4abce1138a368b321b0e2b62c32a9ea0680dc0357b361b0425e93,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Knocking on Heaven's Door.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Locamotive (Complicity) - All Tracks,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,6dffd3cbdb4f339800aadebe77a0e0beb2525a7d0375908929ceec10c6208268,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Locamotive (Complicity) - All Tracks.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,locomotive,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,a06db4a72be40c44d84dfd9dca09d2c4856119e70432dd20b4473c6e8eaaf578,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_locomotive-official-3694259.gpx,GFB-V6.0-CATALOG-R03
Guns N'Roses,Locomotive (Complicity) (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,39c7d9176151f1070c873672283ceb45632c665cc2ffae5a6d094a73da7fa9bd,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Locomotive (Complicity) (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Madagascar (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,5c742a30d60e8a4ebc84c5b21386153ee5a1db6c299fc1f547593d24d6935d54,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Madagascar (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Mama Kin,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,156188a55e045bdc319a19d3e4ca2ed1db88bce8907f919bf3cbcfec4680271b,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Mama Kin.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Move To The City,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,e141f1b6e6f1f5bcb6295590f5870f04974bf33bd1fe666d103d4b1e9884f3b1,gp4,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Move To The City.gp4,GFB-V6.0-CATALOG-R03
Guns N'Roses,New Rose (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,11440df4f82bf58601bbbd186aed81f6b6351e46d5303d4fc85ec9a4dccb48cf,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - New Rose (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Nice Boys,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,8ccb2e77e9580cb4c0206f7717a1b47bcc233aac8138cb3f7c1bce6b10c0f917,gp4,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Nice Boys.gp4,GFB-V6.0-CATALOG-R03
Guns N'Roses,Nightrain (Almost Live),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,809a162e3ee6188ec1331c0c53b0754eb23f90901e1ebd2c5d0bc57f1d3ffd8d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Nightrain (Almost Live).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Nightrain (Live Version),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,bcd8337e94cb1408b99a374d031fecbb53a4c7da98b7f8120b91d49b6c6d5214,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Nightrain (Live Version).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,November Rain (Acoustic Version),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,500faa8f33bd184ced45d02a0bd341d89c3f6ba98418804c376c7cb2f17668e3,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - November Rain (Acoustic Version).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,November Rain (Live Version),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,5ca9b40e50055c567274303071bacaba3cb95286eae844459cc89cb0190b021d,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - November Rain (Live Version).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Oh My God (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,4d24cdb0a1f7b372236971f5f85d3fc1c3d448c15cc3dd384d27a0a229ccf0e8,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Oh My God (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Only Woman Bleed - Knocking on Heavens Door,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,7e50091972d7d07f8e394ab16d24a330397b071a1e5fd06676cd26b99d665323,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Only Woman Bleed - Knocking on Heavens Door.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Patience (Live Version) (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,f4deb7125a40feaecd769d97098adeb810618e46891781fc829e301f433124ee,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Patience (Live Version) (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Patience(chord style),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,432aa7ac0d0082d7ebc763d4cd78f73cbdfa3d33142471819a4d7e154d6d6a8b,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Patience(chord style).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Perfect Crime,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,d4f997214eebc7d66a5ec3b65614ee00639ddd0e8102b5959c267ae40448433e,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Perfect Crime.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Pretty Tied Up (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,f4a3860a3ed714bb4a99071af3c1c170f1a0c9efbac5ab2670cf5e995ffefabf,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Pretty Tied Up (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Reckless Life (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,1ee4d7d5e4f0beab4e3fe3c770f640d14d7fc94bd75e7ca525e6651915ad5d83,gp4,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Reckless Life (2).gp4,GFB-V6.0-CATALOG-R03
Guns N'Roses,Right Next Door To Hell (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,a9908404d0d72e3a2a64a83ebf8eb76571d7ddb0aa7adbf629a3ee72cc8ad909,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Right Next Door To Hell (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,rocket queen,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,04b49d98fa3e6e7de9a93baf5ff6abdda0912aa4aa8b6f8a9f29892de2c7c97a,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_rocket-queen-official-2423211.gpx,GFB-V6.0-CATALOG-R03
Guns N'Roses,shadow of your love,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,b0ade9d65bcb3d711bdf020a29e155824fcb52b4b684ceab13e39a7381c094c9,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_shadow-of-your-love-official-2408969.gpx,GFB-V6.0-CATALOG-R03
Guns N'Roses,Shotgun Blues,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,b861f37b2f40aa4b1798154e8fa0c37b962cb7fe0705dbd0534aa9617dbaa37c,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Shotgun Blues.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,So Fine (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,56b1ddc327d7fe4428cbf3ef52af7c251f76b4343bfa846c3bc082c625c55eaf,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - So Fine (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Sweet Child O ' Mine (Live Era '87- '93),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,ce527e895a9626954a3e16fc2c508141feb603259358461f9a9834ad584ac202,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Sweet Child O ' Mine (Live Era '87- '93).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Sweet Child O Mines,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,88840157d44103d6d5548b9564438cf0e5678cf3b509e8a6a69acb8497fd0634,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Sweet Child O Mines.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,the godfather theme,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,daa080d289533fc225ed221ef35179492d310d4852813ee3e1d153156644a850,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_the-godfather-theme-official-2752044.gpx,GFB-V6.0-CATALOG-R03
Guns N'Roses,The Godfrather Theme,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,b9498eac9793e2e71b826bb1f7328af1a44a2d7e7b1cd9cd31745156596001df,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - The Godfrather Theme.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Welcome To The Jungle (Live Version) (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,98402699e51fac438399a02987d9effe0ea0d76bdbd189d11db2eaa0652a7693,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Welcome To The Jungle (Live Version) (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Wild Horses,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,c7c776df8d7bb8ae9085a97dd1ce81aef2bff90f78fa6d3a4eee122c9e284d55,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Wild Horses.gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,Yesterdays (3),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,b33d7ff4524f587a80c817b7ddd5636e51efcfcc4c2858421194f593c272d097,gp4,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - Yesterdays (3).gp4,GFB-V6.0-CATALOG-R03
Guns N'Roses,You Ain 't The First (2),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,909a2f4298e58203f2c7acc0cb1b50f86ecabad1d59f8cfb70241f317e90ce85,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - You Ain 't The First (2).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,You Could Be Mine (Live Version),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,13973ff96235d8ee1ba3d3e9fbaccacfcf1369df17419e8d350bf2e2594d7c21,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/Guns N' Roses - You Could Be Mine (Live Version).gp3,GFB-V6.0-CATALOG-R03
Guns N'Roses,youre crazy,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,82d685715075d58eb418d75ec8d14ce153e3b4b399a7c7c788f023398a105cf0,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/g/guns_n_roses_1367/guns-n-roses_youre-crazy-official-3356810.gpx,GFB-V6.0-CATALOG-R03
Hall and Oates,Sara Smile,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,f6abc8eb5fb80299e8a926a18f0346333cb81a028b10588f39d069f296cafd36,gpx,D,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Hall and Oates,You Make My Dreams,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,5484a51281d5679b22eaba1fe34eb2b85a255f80b611c7bdc221c6128619e8b5,gpx,F,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Hall and Oates,Out of Touch,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,162b43ddb96853f6aaeb2276371372218e55de6c738998aac0d6ed20c0b0b15c,gpx,A,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Hall and Oates,Private Eyes,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,9ae66e697ceb076c17503616685025ed7ba11f41525cceac125e98c04c7e9ce1,gpx,C,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Hall and Oates,i cant go for that no can do,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,40fb8ba570139fec679060615f2791e923984188680a83e1904e56859c6b38fd,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/h/hall_oates_1241/hall-oates_i-cant-go-for-that-no-can-do-official-3122519.gpx,GFB-V6.0-CATALOG-R03
Hall and Oates,Maneater,CANDIDATE_SOURCE,SKIPPED_ALREADY_CURRENT,1,0,0,a096f01576d5f3c7e50ab97903a49eae72ee5ba23ca761c1d0a5b9a63f08c1ac,gpx,B,11,253,Existing artist/song or title variant — leave current song unchanged | Outside conservative simple-chord review limit (1–8 basic chords; no slash/altered chords),,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/h/hall_oates_1241/hall-oates_maneater-official-2418123.gpx,GFB-V6.0-CATALOG-R03
Hall and Oates,rich girl,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,e56aac4a521836d73aa71cdc51efbb1b9987193498aea448200f8b5e9ff44752,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/h/hall_oates_1241/hall-oates_rich-girl-official-2830243.gpx,GFB-V6.0-CATALOG-R03
Heart,Back to Avalon,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,423de85faf46ceb902fd819bd6d22ff7c09692ff1a97723d2f60669c82f0a034,gpx,D,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Heart,Barracuda *alt,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,8d14b8caa609cd49417376a8301d73200aac2ae8c580e2d7c8f3f8242a1daeab,gpx,E,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Heart,Crazy on You *alt 2,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,64439d0b5ee48c07aba8eca6c20004ff32d5401568712f5ea09cf36b801b5119,gpx,C,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Heart,How can i refused,CURRENT_CATALOG,CURRENT_UNCHANGED,1,0,0,e61346b9d665b29f178a62b529038cb83807a2834d0e2f2f48db2af553cedcb7,gpx,C♯,,,Existing catalog record preserved,,,,GFB-V6.0-CATALOG-R03
Heart,alone,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,552b41d5beca2879f8410108b642af47f251bfee768cf13bf74f3e5aa8045bb9,gpx,,,,Raw source parsing not executed,,3831P.part1.rar,Ultimate Guitar com PRO Tabs Site Rip GPX/h/heart_2803/heart_alone-official-2669550.gpx,GFB-V6.0-CATALOG-R03
Heart,Crazy On You (Intro),CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,1062277d9ca2bf10154293707dbad1194ce075f6920e5774ebc436b1217a3e33,gp4,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/heart - Crazy On You (Intro).gp4,GFB-V6.0-CATALOG-R03
Heart,Dreamboat Annie,CANDIDATE_SOURCE,PENDING_PARSE_AND_QA,0,0,0,3cd913d7d5223f58ae0daeeb7d7b636f97830ad4967c2263afd25414f64fd418,gp3,,,,Raw source parsing not executed,,GuitarPro_Tabs.rar,GuitarPro_Tabs/heart - Dreamboat Annie.gp3,GFB-V6.0-CATALOG-R03
